type	index	image	question	A	B	C	D	answer
fs	1207	data/figure/fs/2024-04-25--酿酒行业-燕京啤酒-2024年一季报点评：改革逻辑不断兑现，单季利润创新高_page1_公司财务报表数据预测汇总.jpg	根据预测，2026E年的EBITDA与2023A年相比增长了多少倍？	1.84倍	2.50倍	3.17倍	3.92倍	C
fs	1208	data/figure/fs/2024-04-23--航天航空-三角防务-2023年年报点评：营收同比增长32.90%，三家子公司顺利设立_page1_三角防务三大财务预测表.jpg	2024E 年至 2025E 年，归属于母公司股东权益的增长率是多少？	18.30%	20.60%	22.90%	25.10%	B
fs	1209	data/figure/fs/2024-04-23--家电行业-长虹美菱-2024年一季报点评：收入增速环比提升，盈利能力保持稳健_page1_附表财务预测与估值.jpg	根据预测，2025E 年的营业利润增长率是多少？	14.30%	16.70%	18.90%	20.50%	B
fs	1210	data/figure/fs/2024-04-22--美容护理-百亚股份-2024年一季报点评：电商+外围渠道增长亮眼，成长动能充足_page1_附表财务预测与估值.jpg	2024E 年的营业利润比 2023A 年增加了多少？	57.15 百万元	69.72 百万元	80.33 百万元	92.94 百万元	B
fs	1211	data/figure/fs/2024-04-21--化学制药-恒瑞医药-创新药驱动收入增长，2024年迎来产品上市高峰_page1_no_caption.jpg	2026E 年的总资产中，无形资产的占比是多少？	5.20%	6.30%	7.40%	8.50%	B
fs	1212	data/figure/fs/2024-04-21--汽车零部件-多利科技-行业景气叠加一体化压铸的持续推进，公司业绩预期向好_page4_财务报表预测和估值数据汇总.jpg	2024E 年与 2022 年相比，存货增长了多少？	308 百万元	356 百万元	392 百万元	424 百万元	A
fs	1213	data/figure/fs/2024-04-20--航空机场-海南机场-2023年年报点评：业绩符合预期，机场业务恢复良好、地产稳步去化_page1_公司财务报表数据预测汇总.jpg	2023年至2026年，EBITDA的最高值出现在哪一年？	2023A	2024E	2025E	2026E	D
fs	1214	data/figure/fs/2024-04-20--电子元件-陕西华达-设备商连接器合格供方，商业卫星放量及军工反弹可期_page2_财务报表预测和估值数据汇总.jpg	2024E 年与 2022 年相比，存货增长了多少？	53%	60%	70%	80%	A
fs	1215	data/figure/fs/2024-04-18--汽车零部件-浙江仙通-公司点评报告：业绩符合预期，新项目持续开拓_page1_财务预测表.jpg	2026E 年的股东权益合计与少数股东权益相差多少？	270.72 百万元	301.10 百万元	434.11 百万元	1005.92 百万元	D
fs	1216	data/figure/fs/2024-04-18--纺织服装-伟星股份-2023年年报点评：经营情况稳中向好，2023年归母净利同比+14%_page1_公司财务报表数据预测汇总.jpg	根据预测，2026E年的EBITDA为多少？	906百万元	1,004百万元	1,155百万元	1,293百万元	D
fs	1217	data/figure/fs/2024-04-17--酿酒行业-燕京啤酒-2023年报点评：U8增速亮眼，改革红利持续_page2_财务报表分析和预测.jpg	根据预测，2025E 年的营业利润与 2024E 年相比增长了多少百分比？	10%	20%	30%	40%	B
fs	1218	data/figure/fs/2024-04-16--电池-宁德时代-2024年一季报点评：业绩持续超预期，龙头尽显风范_page7_宁德时代三大财务预测表.jpg	2024E 年和 2025E 年的流动资产合计相差多少？	126,739 百万元	138,675 百万元	150,571 百万元	162,467 百万元	A
fs	1219	data/figure/fs/2024-04-15--农药兽药-中牧股份-主业景气度或改善，新品孕育业绩潜力_page2_财务报表与财务指标单位百万元.jpg	从 2023 年到 2026E 年，货币资金的增长总量是多少？	592.94 百万元	602.94 百万元	612.94 百万元	622.94 百万元	B
fs	1220	data/figure/fs/2024-04-15--软件开发-国能日新-业绩保持稳步增长，电网侧收入高速增长，创新业务突破_page2_一公司财务预测表.jpg	2024E 年与 2023A 年相比，营业收入增长了多少百分比？	25.94%	26.89%	27.32%	24.31%	A
fs	1221	data/figure/fs/2024-04-14--电子元件-江海股份-江海股份：23年业绩平稳增长，布局新能源、AI领域未来可期_page1_盈利预测.jpg	2023 年与 2025 年相比，存货的差值是多少？	-364 百万元	-378 百万元	-392 百万元	-406 百万元	B
fs	1222	data/figure/fs/2024-04-13--物流行业-密尔克卫-2023年年报及2024年一季报点评：行业波动影响全年业绩，24Q1实现显著提升_page1_公司财务报表数据预测汇总.jpg	根据预测，2025E年的EBITDA为多少百万元？	1,422	1,563	1,282	1,048	A
fs	1223	data/figure/fs/2024-04-10--化学制药-九洲药业-CDMO业务稳健增长，持续布局新业务_page1_no_caption.jpg	2024E 年和 2026E 年的固定资产合计相比，差值是多少？	578 百万元	639 百万元	684 百万元	721 百万元	C
fs	1224	data/figure/fs/2024-04-09--装修建材-伟星新材-2023年年报点评：零售市占率提高3pct以上，ROE提升、分红加码_page1_公司财务报表数据预测汇总.jpg	根据资产负债表，2023年的流动比率是多少？	3.46	3.43	3.41	3.39	A
fs	1225	data/figure/fs/2024-04-08--通用设备-华光新材-公司年报点评：23年归母净利润0.42亿元，同比增长377.19%，拓展电子和新能源汽车赛道_page2_财务报表分析和预测.jpg	2024E 年与 2023 年相比，营业总收入增长了多少百分比？	28.90%	35.60%	25.70%	30.40%	A
fs	1226	data/figure/fs/2024-04-07--旅游酒店-首旅酒店-2023年年报点评：经营全面恢复，轻管理+中高端助力结构优化_page1_公司财务报表数据预测汇总.jpg	2025E 年的 EBITDA 与净利润的差额是多少？	3,214 百万元	3,164 百万元	3,194 百万元	3,234 百万元	A
fs	1227	data/figure/fs/2024-04-05--小金属-金力永磁-2023年年报点评：穿越稀土周期，下游多维布局发展_page3_图6财务报表预测及比率分析百万元.jpg	根据资产负债表，2023年与2025年相比，存货的差值是多少？	-496.78	-500.78	-502.78	-504.78	B
fs	1228	data/figure/fs/2024-04-05--通信设备-广哈通信-聚焦国防电力铁路三大领域，外延并购提升核心竞争力_page3_财务报表预测和估值数据汇总.jpg	2025E 年的流动资产合计与流动负债合计相差多少？	786 百万元	849 百万元	894 百万元	938 百万元	B
fs	1229	data/figure/fs/2024-04-04--汽车整车-宇通客车-2023年年报点评：2023年业绩显著提升，销量结构大幅改善_page2_附表宇通客车盈利预测表.jpg	2026E 年的股东权益合计与少数股东权益相差多少？	3116 百万元	3118 百万元	3120 百万元	3122 百万元	B
fs	1230	data/figure/fs/2024-04-04--通信设备-光库科技-2023年年报点评：需求波动致业绩短期承压，铌酸锂及激光雷达业务未来发展可期_page1_no_caption.jpg	2025E 年的营业总收入增长率是多少？	31.72%	49.94%	51.50%	54.09%	A
fs	1231	data/figure/fs/2024-04-03--酿酒行业-贵州茅台-贵州茅台23年报点评：增长势能足冲刺十四五_page2_no_caption.jpg	2023 年与 2024E 年相比，营业收入的增长率是多少？	15.90%	18.00%	20.00%	22.00%	A
fs	1232	data/figure/fs/2024-04-03--汽车零部件-无锡振华-客户订单放量+毛利率提升，一季度业绩显著改善_page2_no_caption.jpg	2023年预计的营业总收入是多少？	2,293百万元	2,867百万元	3,440百万元	1,582百万元	A
fs	1233	data/figure/fs/2024-04-01--光伏设备-聚和材料-聚和材料23年报点评：23年业绩同比提升，24年有望受益LECO放量_page1_no_caption.jpg	2025E 年的在建工程占固定资产合计的百分比是多少？	13.40%	15.60%	17.80%	19.20%	B
fs	1234	data/figure/fs/2024-03-31--有色金属-中国铝业-铝产业链一体布局，深耕主业迈向全球_page18_no_caption.jpg	根据资产负债表，2023年的流动资产占总资产的比例是多少？	27.40%	30.50%	25.80%	29.60%	A
fs	1235	data/figure/fs/2024-03-30--农牧饲渔-禾丰股份-23年公司营收增长稳健，畜禽养殖周期弹性可期_page2_一公司财务预测表.jpg	2026E 年的总资产中，无形资产的占比是多少？	5.30%	4.70%	6.10%	5.80%	B
fs	1236	data/figure/fs/2024-03-30--房地产开发-新城控股-2023年报点评：商业业绩贡献度持续提升，维持正向经营性现金流_page1_新城控股三大财务预测表.jpg	2026E 年的股东权益合计占总资产的百分比是多少？	23.50%	24.50%	25.50%	26.50%	A
fs	1237	data/figure/fs/2024-03-29--汽车零部件-伯特利-23年业绩高增长，品类扩张打开长期发展空间_page1_财务预测摘要.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	192.94 百万元	217.15 百万元	284.20 百万元	343.25 百万元	A
fs	1238	data/figure/fs/2024-03-29--化肥行业-云天化-2023年报点评：化肥价格下降影响利润，镇雄磷矿进一步提升公司资源保障能力_page11_附表云天化盈利预测表.jpg	2023 年与 2025 年相比，存货的差值是多少？	-475	-485	-495	-505	B
fs	1239	data/figure/fs/2024-03-28--食品饮料-双汇发展-公司信息更新报告：屠宰短期承压，肉制品吨利仍处高位_page1_附财务预测摘要.jpg	2025E 年的流动资产合计与流动负债合计相差多少？	14367 百万元	14387 百万元	14407 百万元	14427 百万元	A
fs	1240	data/figure/fs/2024-03-27--消费电子-拓邦股份-平台优势突出，毛利改善显著_page1_no_caption.jpg	2023 年至 2025E 年期间，主营业务收入的年均复合增长率是多少？	12.90%	12.70%	12.40%	13.10%	A
fs	1241	data/figure/fs/2024-03-25--专用设备-华荣股份-防爆电器龙头剑指全球，创新产品引领行业发展_page31_图表49华荣股份估值模型.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	576 百万元	618 百万元	592 百万元	634 百万元	A
fs	1242	data/figure/fs/2024-03-25--化学原料-宝丰能源-四季度环比持续修复，内蒙项目打开远期空间_page1_no_caption.jpg	2025E 年归属于母公司净利润相较 2024E 增长了多少？	13.90%	18.70%	22.60%	25.40%	C
fs	1243	data/figure/fs/2024-03-24--中药-华润三九-融合昆药业务，业绩快速增长_page1_no_caption.jpg	2023年至2026年期间，主营业务收入的增长率最高的年份是哪一年？	2024E	2025E	2026E	2023	A
fs	1244	data/figure/fs/2024-03-24--橡胶制品-阳谷华泰-2023年报点评：2023年业绩承压，期待新项目投产带来增量_page10_附表阳谷华泰盈利预测表.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	198.7 百万元	219.2 百万元	259.2 百万元	298.7 百万元	B
fs	1245	data/figure/fs/2024-03-21--美容护理-爱美客-溶液产品高增，再生产品放量，净利率保持高位_page2_财务报表和主要财务比率.jpg	2023年与2024E年的营业利润相比，增长百分比是多少？	15.60%	20.80%	25.20%	30.40%	B
fs	1246	data/figure/fs/2024-03-20--互联网服务-中科创达-公司信息更新报告：利润短期承压，布局创新业务打造新动能_page1_附财务预测摘要.jpg	2024E 年的总资产合计比 2023 年增加了多少？	568 百万元	679 百万元	782 百万元	893 百万元	B
fs	1247	data/figure/fs/2024-03-20--电网设备-南网科技-消纳推动电网数智化加速，灵活性改造空间可观_page1_财务预测摘要.jpg	2024E 年的固定资产合计比 2023 年增加了多少？	50.86 百万元	60.86 百万元	70.86 百万元	80.86 百万元	A
fs	1248	data/figure/fs/2024-03-19--仪器仪表-容知日新-智能运维百亿蓝海，行业龙头领跑掘金_page48_图表77财务预测摘要.jpg	根据资产负债表，2025E年与2022A年相比，总资产增长了多少？	70.30%	69.40%	71.20%	68.80%	A
fs	1249	data/figure/fs/2024-03-18--通用设备-中集集团-全球集装箱龙头，集装箱需求回暖共振海工复苏_page31_公司财务报表数据预测汇总.jpg	2024E 年的净利润增长率是多少？	70.70%	1028.37%	37.06%	-91.38%	B
fs	1250	data/figure/fs/2024-03-18--汽车零部件-三祥科技-公司动态研究报告：售后市场韧性显著，穿越周期有望持续增长_page2_公司盈利预测百万元.jpg	2024E 年流动资产合计与固定资产合计的差值是多少？	765	803	841	879	B
fs	1251	data/figure/fs/2024-03-17--食品饮料-欧福蛋业-国内蛋液行业第一品牌，发力预制品开拓增长空间_page19_附表财务预测与估值.jpg	根据预测，2025E年的净利润增长率是多少？	34.60%	40.80%	37.90%	39.20%	C
fs	1252	data/figure/fs/2024-03-16--食品饮料-东鹏饮料-东鹏展翅划出第二曲线，泛饮料品类平台踏新程_page29_no_caption.jpg	根据资产负债表，2023E年与2025E年相比，流动资产合计的差值是多少？	4,768百万元	5,926百万元	6,476百万元	7,490百万元	C
fs	1253	data/figure/fs/2024-03-14--半导体-芯源微-前道涂胶显影竞争力持续凸显，化学清洗键和设备等新品进展顺利_page3_no_caption.jpg	2024E 年与 2022 年相比，营业收入增长了多少百分比？	65.80%	73.10%	80.30%	85.90%	A
fs	1254	data/figure/fs/2024-03-14--电子元件-高华科技-业绩保持较快增长，军民市场持续开拓_page2_no_caption.jpg	2025E 年的营业利润与 2022A 年相比，增长了多少百分比？	64.30%	70.90%	75.60%	80.20%	B
fs	1255	data/figure/fs/2024-03-13--电网设备-望变电气-公司动态研究报告：领先的民营取向硅钢厂商，产业链一体化布局_page2_公司盈利预测百万元.jpg	2025E 年的营业利润与 2022A 年相比，增长了多少百分比？	98%	100%	102%	104%	B
fs	1256	data/figure/fs/2024-03-12--家电行业-海信视像-海信视像24年员工持股计划点评：激励落地，重在长期_page2_财务报表与盈利预测.jpg	根据资产负债表，2023E年与2024E年相比，流动资产的差值是多少？	5637	4893	5433	6127	A
fs	1257	data/figure/fs/2024-03-12--计算机设备-淳中科技-显控龙头横纵发展，自研芯片构筑壁垒_page3_财务报表分析和预测.jpg	2023E 年的营业总收入比 2022 年增长了多少百分比？	45.10%	50.40%	55.60%	60.80%	A
fs	1258	data/figure/fs/2024-03-11--通信设备-中兴通讯-2023年年度报告点评：“连接+算力”拓展深化，增长仍为第一要义_page5_财务预测表.jpg	根据资产负债表，2023A年与2025E年相比，流动资产的差值是多少？	-4678.95	-4555.45	-4431.95	-4308.45	B
fs	1259	data/figure/fs/2024-03-07--化学制品-华恒生物-事件点评：小品种氨基酸持续扩张，精制项目拓展高端下游_page1_公司财务报表数据预测汇总.jpg	根据预测，2024E年的EBITDA比2023E年增长了多少？	275百万	295百万	315百万	335百万	B
fs	1260	data/figure/fs/2024-03-06--消费电子-视源股份-公司教育交互平板全球市占率第一，AI为产品提供附加值_page5_财务预测与估值.jpg	2025E 年的总资产中，无形资产的占比是多少？	1.60%	2.00%	2.40%	2.80%	B
fs	1261	data/figure/fs/2024-03-05--珠宝首饰-老凤祥-2023年业绩快报点评：归母净利同比+30.23%，黄金消费需求强_page1_老凤祥三大财务预测表.jpg	2023E 年与 2022A 年相比，营业总收入增长了多少百分比？	12.50%	18.70%	22.40%	26.90%	C
fs	1262	data/figure/fs/2024-03-05--交运设备-中国中车-签订高级修大单，利好维保业务增长_page1_no_caption.jpg	2023 年至 2025E 年，主营业务收入的年均增长率是多少？	7.80%	8.00%	7.90%	8.10%	A
